reaction_id,prompt,answer
R-HSA-9839379,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: TGFBR3_mem [plasma membrane] (UniProt: Q03167), FGF2(10-155) [extracellular region] (UniProt: P09038)

START
","FGF2:TGFBR3 [plasma membrane] (complex of FGF2(10-155) [extracellular region] (UniProt: P09038), TGFBR3_mem [plasma membrane] (UniProt: Q03167))"
R-HSA-9841265,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: p-S473-AKT1 [cytosol] (UniProt: P31749)
Reactants: ESR1 dimer [cytosol] (complex of ESR1 [cytosol] (UniProt: P03372)), ATP [cytosol] (ChEBI: 30616)

START
","p-S167-ESR1 dimer [cytosol] (complex of p-S167-ESR1 [cytosol] (UniProt: P03372)), ADP [cytosol] (ChEBI: 456216)"
R-HSA-9843116,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: PPARG gene [nucleoplasm] (ENSEMBL: ENSG00000132170)

START
","PPARG1,PPARG2 [nucleoplasm]"
R-HSA-9844587,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: GAL3ST1 [Golgi membrane] (UniProt: Q99999)
Reactants: PAPS [Golgi lumen] (ChEBI: 58339), GalCer,LacCer [Golgi membrane] (complex of GalCer [Golgi membrane] (ChEBI: 36498), LacCer-d18 [Golgi membrane] (ChEBI: 17950))

START
","PAP [Golgi lumen] (ChEBI: 58343), H+ [Golgi lumen] (ChEBI: 15378), SM3,SM4 [Golgi membrane] (complex of SM3 [Golgi membrane] (ChEBI: 90163), Sulfatide [Golgi membrane] (ChEBI: 82953))"
R-HSA-984775,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: KIF9 [cytosol] (UniProt: Q9HAQ2)

START
",KIF9 dimer [cytosol] (complex of KIF9 [cytosol] (UniProt: Q9HAQ2))
R-HSA-9851127,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: RB1 [nucleoplasm] (UniProt: P06400)

START
",hyperphosphorylated RB1 [nucleoplasm] (UniProt: P06400)
R-HSA-9854146,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: SCD5 gene [nucleoplasm] (ENSEMBL: ENSG00000145284)

START
",SCD5 [endoplasmic reticulum membrane] (UniProt: Q86SK9)
R-HSA-9856466,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: MITF-M dimer [nucleoplasm], RAB27A gene [nucleoplasm] (ENSEMBL: ENSG00000069974)

START
",MITF-M dimer:RAB27A gene [nucleoplasm] (complex of RAB27A gene [nucleoplasm] (ENSEMBL: ENSG00000069974))
R-HSA-9857375,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: MITF-M [nucleoplasm], MITF,TFE3,TFEB,TFEC [nucleoplasm] (complex of MITF [nucleoplasm] (UniProt: O75030), TFE3 [nucleoplasm] (UniProt: P19532), TFEB [nucleoplasm] (UniProt: P19484), TFEC [nucleoplasm] (UniProt: O14948))

START
","MITF dimer [nucleoplasm] (complex of MITF [nucleoplasm] (UniProt: O75030), TFE3 [nucleoplasm] (UniProt: P19532), TFEB [nucleoplasm] (UniProt: P19484), TFEC [nucleoplasm] (UniProt: O14948))"
R-HSA-9858641,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: CCNB1 Gene [nucleoplasm] (ENSEMBL: ENSG00000134057)

START
",CCNB1 [cytosol] (UniProt: P14635)
R-HSA-9859084,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: AGPAT2 gene [nucleoplasm] (ENSEMBL: ENSG00000169692)

START
",AGPAT2 [endoplasmic reticulum membrane] (UniProt: O15120)
R-HSA-9860500,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: p-Y420-FYN [cytosol] (UniProt: P06241)
Reactants: PECAM1:CDH5:KDR:FLT4:CTNNB1 [plasma membrane] (complex of CTNNB1 [plasma membrane] (UniProt: P35222), FLT4 [plasma membrane] (UniProt: P35916), PECAM1 [plasma membrane] (UniProt: P16284), VE-cadherin [plasma membrane] (UniProt: P33151), VEGFR2 [plasma membrane] (UniProt: P35968)), ATP [cytosol] (ChEBI: 30616)

START
","p-Y713-PECAM1:CDH5:p-Y801,Y1054,Y1175-KDR:p-Y1063,Y1230-FLT4:CTNNB1 [plasma membrane] (complex of CTNNB1 [plasma membrane] (UniProt: P35222), VE-cadherin [plasma membrane] (UniProt: P33151), p-Y801,Y1054,Y1175-KDR [plasma membrane] (UniProt: P35968), p-Y1063,Y1230-FLT4 [plasma membrane] (UniProt: P35916), p-Y713-PECAM1 [plasma membrane] (UniProt: P16284)), ADP [cytosol] (ChEBI: 456216)"
R-HSA-9861667,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: PDH complex [mitochondrial matrix] (complex of PDHB [mitochondrial matrix] (UniProt: P11177), TDP [mitochondrial matrix] (ChEBI: 58937), PDHA1 [mitochondrial matrix] (UniProt: P08559), PDHA2 [mitochondrial matrix] (UniProt: P29803), Mg2+ [mitochondrial matrix] (ChEBI: 18420), K+ [mitochondrial matrix] (ChEBI: 29103), Lipo-K259-DLAT [mitochondrial matrix] (UniProt: P10515), PDHX [mitochondrial matrix] (UniProt: O00330), DLD [mitochondrial matrix] (UniProt: P09622), FAD [mitochondrial matrix] (ChEBI: 57692))
Reactants: CoA-SH [mitochondrial matrix] (ChEBI: 57287), AcetyllipoH2-K132,K259-DLAT [mitochondrial matrix] (UniProt: P10515)

START
","Ac-CoA [mitochondrial matrix] (ChEBI: 57288), LipoH2-K259-DLAT [mitochondrial matrix] (UniProt: P10515)"
R-HSA-9865748,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: p-S26-ANXA2:PP2A:PDE4D5:ITGA5:ITGB1:fibronectin [plasma membrane] (complex of ITGA5 [plasma membrane] (UniProt: P08648), ITGB1 [plasma membrane] (UniProt: P05556), Mg2+ [cytosol] (ChEBI: 18420), Zn2+ [cytosol] (ChEBI: 29105), p-S26-ANXA2 [cytosol] (UniProt: P07355), PPP2CA [cytosol] (UniProt: P67775), PPP2R2A [cytosol] (UniProt: P63151))
Reactants: cAMP [cytosol] (ChEBI: 58165), H2O [cytosol] (ChEBI: 15377)

START
",AMP [cytosol] (ChEBI: 456215)
R-HSA-9907919,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: Half-proteasome [cytosol] (complex of PSMA1 [cytosol] (UniProt: P25786), PSMA2 [cytosol] (UniProt: P25787), PSMA3 [cytosol] (UniProt: P25788), PSMA4 [cytosol] (UniProt: P25789), PSMA5 [cytosol] (UniProt: P28066), PSMA6 [cytosol] (UniProt: P60900), PSMA7 [cytosol] (UniProt: O14818), PSMG1 [cytosol] (UniProt: O95456), PSMG2 [cytosol] (UniProt: Q969U7), POMP [cytosol] (UniProt: Q9Y244), PSMB2 [cytosol] (UniProt: P49721), PSMB3 [cytosol] (UniProt: P49720), pro-PSMB1 [cytosol] (UniProt: P20618), pro-PSMB4 [cytosol] (UniProt: P28070), pro-PSMB5 [cytosol] (UniProt: P28074), pro-PSMB6 [cytosol] (UniProt: P28072), pro-PSMB7 [cytosol] (UniProt: Q99436))

START
","Preholoproteasome [cytosol] (complex of PSMA1 [cytosol] (UniProt: P25786), PSMA2 [cytosol] (UniProt: P25787), PSMA3 [cytosol] (UniProt: P25788), PSMA4 [cytosol] (UniProt: P25789), PSMA5 [cytosol] (UniProt: P28066), PSMA6 [cytosol] (UniProt: P60900), PSMA7 [cytosol] (UniProt: O14818), PSMG1 [cytosol] (UniProt: O95456), PSMG2 [cytosol] (UniProt: Q969U7), POMP [cytosol] (UniProt: Q9Y244), PSMB2 [cytosol] (UniProt: P49721), PSMB3 [cytosol] (UniProt: P49720), pro-PSMB1 [cytosol] (UniProt: P20618), pro-PSMB4 [cytosol] (UniProt: P28070), pro-PSMB5 [cytosol] (UniProt: P28074), pro-PSMB6 [cytosol] (UniProt: P28072), pro-PSMB7 [cytosol] (UniProt: Q99436))"
R-HSA-9908709,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: PA28-alpha-beta heteroheptamer [cytosol] (complex of PSME1 [cytosol] (UniProt: Q06323), PSME2 [cytosol] (UniProt: Q9UL46)), 20S core particle [cytosol] (complex of PSMB1 [cytosol] (UniProt: P20618), PSMB2 [cytosol] (UniProt: P49721), PSMB3 [cytosol] (UniProt: P49720), PSMB4 [cytosol] (UniProt: P28070), PSMB5 [cytosol] (UniProt: P28074), PSMB6 [cytosol] (UniProt: P28072), PSMB7 [cytosol] (UniProt: Q99436), PSMA1 [cytosol] (UniProt: P25786), PSMA2 [cytosol] (UniProt: P25787), PSMA3 [cytosol] (UniProt: P25788), PSMA4 [cytosol] (UniProt: P25789), PSMA5 [cytosol] (UniProt: P28066), PSMA6 [cytosol] (UniProt: P60900), PSMA7 [cytosol] (UniProt: O14818))

START
","PA28-alpha-beta-20S proteasome [cytosol] (complex of PSMB1 [cytosol] (UniProt: P20618), PSMB2 [cytosol] (UniProt: P49721), PSMB3 [cytosol] (UniProt: P49720), PSMB4 [cytosol] (UniProt: P28070), PSMB5 [cytosol] (UniProt: P28074), PSMB6 [cytosol] (UniProt: P28072), PSMB7 [cytosol] (UniProt: Q99436), PSMA1 [cytosol] (UniProt: P25786), PSMA2 [cytosol] (UniProt: P25787), PSMA3 [cytosol] (UniProt: P25788), PSMA4 [cytosol] (UniProt: P25789), PSMA5 [cytosol] (UniProt: P28066), PSMA6 [cytosol] (UniProt: P60900), PSMA7 [cytosol] (UniProt: O14818), PSME1 [cytosol] (UniProt: Q06323), PSME2 [cytosol] (UniProt: Q9UL46))"
R-HSA-9911362,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: CPT1B [mitochondrial outer membrane] (UniProt: Q92523)
Reactants: CAR [mitochondrial intermembrane space] (ChEBI: 16347), PALM-CoA [cytosol] (ChEBI: 57379)

START
","CoA-SH [cytosol] (ChEBI: 57287), L-PCARN [mitochondrial intermembrane space] (ChEBI: 17490)"
R-HSA-9912368,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: LepB [plasma membrane] (UniProt: P00803)
Reactants: pre-EltA [periplasmic space] (UniProt: P06717)

START
",EltA [periplasmic space] (UniProt: P06717)
R-HSA-9913672,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: OqxA [plasma membrane] (UniProt: Q69HW3)
Reactants: Fluoroquinolone antibiotics [cytosol], H+ [periplasmic space] (ChEBI: 15378)

START
","Fluoroquinolone antibiotics [periplasmic space], H+ [cytosol] (ChEBI: 15378)"
R-HSA-9925879,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: mammary stem cell

START
",mammary myoepithelial progenitor cell
R-HSA-9926523,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: SOX2 gene [nucleoplasm] (ENSEMBL: ENSG00000181449)

START
",SOX2 [nucleoplasm] (UniProt: P48431)
R-HSA-9929321,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: DBP gene [nucleoplasm] (ENSEMBL: ENSG00000105516)

START
",DBP [nucleoplasm] (UniProt: Q10586)
R-HSA-9932081,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: EP300 [nucleoplasm] (UniProt: Q09472), CLOCK gene [nucleoplasm] (ENSEMBL: ENSG00000134852), NRIP1 [nucleoplasm] (UniProt: P48552), PPARGC1A [nucleoplasm] (UniProt: Q9UBK2), RORA,RORC [nucleoplasm] (complex of RORA [nucleoplasm] (UniProt: P35398), RORC [nucleoplasm] (UniProt: P51449))

START
","RORA,C:Coactivators:CLOCK gene [nucleoplasm] (complex of CLOCK gene [nucleoplasm] (ENSEMBL: ENSG00000134852), EP300 [nucleoplasm] (UniProt: Q09472), NRIP1 [nucleoplasm] (UniProt: P48552), PPARGC1A [nucleoplasm] (UniProt: Q9UBK2), RORA [nucleoplasm] (UniProt: P35398), RORC [nucleoplasm] (UniProt: P51449))"
R-HSA-9933380,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: (CK2) [cytosol]
Reactants: Man,Man9GlucNAc2-CDH1(23-882) [endoplasmic reticulum membrane] (UniProt: P12830), ATP [cytosol] (ChEBI: 30616)

START
","Man,Man9GlucNAc2,p-3S-CDH1(23-882) [endoplasmic reticulum membrane] (UniProt: P12830), ADP [cytosol] (ChEBI: 456216)"
R-HSA-9935282,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: NEXT:ZC3H4:CBCA:m7GpppN-RNA [nucleoplasm] (complex of NCBP1 [nucleoplasm] (UniProt: Q09161), NCBP2 [nucleoplasm] (UniProt: P52298), SRRT [nucleoplasm] (UniProt: Q9BXP5), ZC3H4 [nucleoplasm] (UniProt: Q9UPT8), RBM7 [nucleoplasm] (UniProt: Q9Y580), SKIV2L2 [nucleoplasm] (UniProt: P42285), ZCCHC8 [nucleoplasm] (UniProt: Q6NZY4)), RNA exosome [nucleoplasm] (complex of EXOSC10 [nucleoplasm] (UniProt: Q01780), C1D [nucleoplasm] (UniProt: Q13901), MPHOSPH6 [nucleoplasm] (UniProt: Q99547), EXOSC1 [nucleoplasm] (UniProt: Q9Y3B2), EXOSC2 [nucleoplasm] (UniProt: Q13868), EXOSC3 [nucleoplasm] (UniProt: Q9NQT5), EXOSC4 [nucleoplasm] (UniProt: Q9NPD3), EXOSC5 [nucleoplasm] (UniProt: Q9NQT4), EXOSC6 [nucleoplasm] (UniProt: Q5RKV6), EXOSC7 [nucleoplasm] (UniProt: Q15024), EXOSC8 [nucleoplasm] (UniProt: Q96B26), EXOSC9 [nucleoplasm] (UniProt: Q06265), DIS3 [nucleoplasm] (UniProt: Q9Y2L1))

START
","RNA exosome:NEXT:ZC3H4:CBCA:m7GpppN-RNA [nucleoplasm] (complex of NCBP1 [nucleoplasm] (UniProt: Q09161), NCBP2 [nucleoplasm] (UniProt: P52298), SRRT [nucleoplasm] (UniProt: Q9BXP5), EXOSC10 [nucleoplasm] (UniProt: Q01780), C1D [nucleoplasm] (UniProt: Q13901), MPHOSPH6 [nucleoplasm] (UniProt: Q99547), EXOSC1 [nucleoplasm] (UniProt: Q9Y3B2), EXOSC2 [nucleoplasm] (UniProt: Q13868), EXOSC3 [nucleoplasm] (UniProt: Q9NQT5), EXOSC4 [nucleoplasm] (UniProt: Q9NPD3), EXOSC5 [nucleoplasm] (UniProt: Q9NQT4), EXOSC6 [nucleoplasm] (UniProt: Q5RKV6), EXOSC7 [nucleoplasm] (UniProt: Q15024), EXOSC8 [nucleoplasm] (UniProt: Q96B26), EXOSC9 [nucleoplasm] (UniProt: Q06265), DIS3 [nucleoplasm] (UniProt: Q9Y2L1), ZC3H4 [nucleoplasm] (UniProt: Q9UPT8), RBM7 [nucleoplasm] (UniProt: Q9Y580), SKIV2L2 [nucleoplasm] (UniProt: P42285), ZCCHC8 [nucleoplasm] (UniProt: Q6NZY4))"
